@  id    name        volt      Eq            R         X         B             I_node            J_node           I_P          I_Q          J_P          J_Q          I_off        J_off        Ih          Pi_meas          Qi_meas          Pj_meas          Qj_meas           I_nd          J_nd         I_bs          J_bs         I_island     J_island     R*              X*              B*
// 序号  交流线路名  电压等级  等值线路标志  线路电阻  线路电抗  线路单端电纳  I端所在拓扑节点   J端所在拓扑节点  I端有功功率  I端无功功率  J端有功功率  J端无功功率  I端开断标志  J端开断标志  允许载流量  I端有功功率量测  I端无功功率量测  J端有功功率量测  J端无功功率量测   I端物理节点   J端物理节点  I端计算节点   J端计算节点  I端电气岛号  J端电气岛号  线路电阻标幺值  线路电抗标幺值  线路单端电纳标幺值
#  101  东北.科舍线  220  0  3.675610  23.608301  7.981380e-05  东北.科尔沁站.220.82   东北.舍伯吐站.220.363    -55.151    -22.444     55.393     15.739  0  0    810.000    -56.97    -20.79     55.98     17.82  29512  5348  82  363  0  0  0.006948  0.044628  0.042221
#  102  东北.东伦线分呼伦线  220  0  0.950000  5.400000  3.192000e-05  东北.呼伦站.220.193   东北.虚拟站一.220.170    -29.309     -2.813     29.324     -0.651  0  0   1420.000    -29.07     -3.22  ''  ''  29560  39969  193  170  0  0  0.001796  0.010208  0.016886
#  103  东北.东伦线分东湖线  220  0  0.521250  2.085000  7.470000e-06  东北.东湖风电场.220.352   东北.虚拟站一.220.170      8.705     -4.730     -8.704      3.903  0  0    710.000      8.31     -4.91  ''  ''  29556  39969  352  170  0  0  0.000985  0.003941  0.003952
#  104  东北.东伦线分东壕线  220  0  0.722500  2.890000  1.212000e-05  东北.东豪风电场.220.366   东北.虚拟站一.220.170     20.623      1.925    -20.618     -3.251  0  0   1220.000     20.23      1.74  ''  ''  29584  39969  366  170  0  0  0.001366  0.005463  0.006411
#  105  东北.经煤二线  220  0  2.793720  18.590401  2.711909e-05  东北.克旗煤制气厂.220.260   东北.经西站.220.368      0.918     -1.947     -0.918     -1.007  0  0    810.000     -0.70     -7.17      0.00      0.00  29486  29592  260  368  0  0  0.005281  0.035143  0.014346
#  106  东北.经煤一线  220  0  2.793700  18.590401  5.931200e-05  东北.克旗煤制气厂.220.260   东北.经西站.220.368      0.918     -3.700     -0.918     -2.761  0  0    810.000     -1.11     -7.10      0.00      0.00  29485  29591  260  368  0  0  0.005281  0.035143  0.031376
#  107  东北.甘满线分满斗线  220  0  1.201200  8.311485  2.716350e-05  东北.满斗风电场.220.304   东北.虚拟站一.220.171      9.463      0.517     -9.460     -3.279  0  0    800.000      9.45      0.00  ''  ''  29515  39970  304  171  0  0  0.002271  0.015712  0.014369
#  108  东北.甘满线分甘旗卡线  220  0  0.154000  1.065575  1.420860e-06  东北.甘旗卡站.220.53   东北.虚拟站一.220.171    -12.414     -3.177     12.415      3.035  0  0    800.000    -12.54     -2.25  ''  ''  29513  39970  53  171  0  0  0.000291  0.002014  0.000752
#  109  东北.甘满线分兴盛风电线  220  0  1.402520  7.723200  2.486500e-05  东北.兴盛风电场.220.378   东北.虚拟站一.220.171      2.954     -2.784     -2.954      0.246  0  0    800.000      2.94     -3.31  ''  ''  29619  39970  378  171  0  0  0.002651  0.014600  0.013154
#  110  东北.北巴一线  500  0  1.874250  14.229000  1.236532e-04  东北.巴彦托海站.500.238   东北.海北站.500.380   -385.480    -13.066    386.460    -50.107  0  0   4270.000   -384.12      0.00    382.44    -49.80  29355  29625  238  380  0  0  0.000680  0.005162  0.340819
#  111  东北.北巴二线  500  0  1.004600  14.105999  1.235000e-04  东北.巴彦托海站.500.238   东北.海北站.500.380   -391.855    -36.140    392.396    -26.789  0  0   4270.000   -383.16    -41.90    382.90    -17.82  29357  29623  238  380  0  0  0.000364  0.005118  0.340397
#  112  东北.和庆线一段线  220  0  2.592570  14.503700  1.890350e-05  东北.深能义和风电场.220.224   东北.虚拟站一.220.172     10.054     -0.216    -10.049     -1.772  0  0    800.000      9.49     -1.45  ''  ''  29334  39971  224  172  0  0  0.004901  0.027417  0.010000
#  113  东北.牧木线  220  0  2.543424  14.399936  5.891926e-05  东北.木仁风电场.220.258   东北.虚拟站一.220.164      5.452     -1.113     -5.450     -4.884  0  0    800.000      5.36      1.01  ''  ''  29466  39956  258  164  0  0  0.004808  0.027221  0.031168
#  114  东北.翁巴线  220  0  0.507325  2.029300  6.306240e-06  东北.翁根山风电场.220.301   东北.巴林站.220.20      6.887      3.149     -6.887     -3.830  0  0    845.000      8.21      2.71     -8.58     -3.78  29522  29618  301  20  0  0  0.000959  0.003836  0.003336
#  115  东北.兴哈一线  220  0  0.708100  4.156400  2.843267e-05  东北.兴安站.220.370   东北.乌兰哈达站.220.199    -25.942    -29.883     25.963     27.114  0  0   1420.000    -26.20    -25.54     26.79     23.44  29598  29290  370  199  0  0  0.001339  0.007857  0.015041
#  116  东北.兴哈二线  220  0  0.734600  4.212200  2.832811e-05  东北.兴安站.220.370   东北.乌兰哈达站.220.199    -25.691    -29.381     25.712     26.622  0  0   1420.000    -26.39    -25.54     26.39     24.11  29599  29659  370  199  0  0  0.001389  0.007963  0.014986
#  117  东北.右代线分右中线  220  0  0.408000  2.070600  7.165501e-06  东北.右中站.220.146   东北.虚拟站二.220.182    -38.169    -22.999     38.183     22.276  0  0   1220.000    -37.51    -23.84  ''  ''  29467  39972  146  182  0  0  0.000771  0.003914  0.003791
#  118  东北.右代线分翰嘎利线  220  0  0.120000  0.609000  2.107500e-06  东北.翰嘎利风电场.220.416   东北.虚拟站一.220.173      9.693      0.064     -9.693     -0.298  0  0   1220.000     10.18      0.00  ''  ''  29665  39973  416  173  0  0  0.000227  0.001151  0.001115
#  119  东北.右代线分代钦线  220  0  0.424000  2.151800  7.446500e-06  东北.代钦风电场.220.256   东北.虚拟站一.220.173      9.829     -0.797     -9.829     -0.028  0  0   1220.000     10.32     -0.87  ''  ''  29465  39973  256  173  0  0  0.000802  0.004068  0.003939
#  120  东北.右代线一段虚拟线  220  0  1.040000  5.218000  1.826500e-05  东北.虚拟站二.220.182   东北.虚拟站一.220.173    -19.512     -2.322     19.519      0.326  0  0   1220.000  ''  ''  ''  ''  39972  39973  182  173  0  0  0.001966  0.009864  0.009662
#  121  东北.右代线二段虚拟线  220  0  0.520000  2.639000  9.132499e-06  东北.虚拟站三.220.338   东北.虚拟站二.220.182     18.680     18.973    -18.673    -19.955  0  0   1220.000  ''  ''  ''  ''  39974  39972  338  182  0  0  0.000983  0.004989  0.004831
#  122  东北.右代线分哈日道布线  220  0  0.120000  0.609000  2.107500e-06  东北.哈日道布风电场.220.274   东北.虚拟站三.220.338     11.102      0.040    -11.102     -0.273  0  0   1220.000     11.59      0.00  ''  ''  29501  39974  274  338  0  0  0.000227  0.001151  0.001115
#  123  东北.右代线分唐兴线  220  0  6.096420  28.634701  1.668650e-04  东北.唐兴风电场.220.414   东北.虚拟站三.220.338      7.595      0.074     -7.580    -18.699  0  0   1220.000      8.08      0.00  ''  ''  29663  39974  414  338  0  0  0.011524  0.054130  0.088272
#  124  东北.达满线  220  0  1.379400  6.479000  3.775585e-05  东北.达赉东风电场.220.3991   东北.满洲里站.220.196      5.730      2.262     -5.728     -6.472  0  0    610.000      5.54      2.37     -5.96     -6.10  38615  29668  3991  196  0  0  0.002608  0.012248  0.019973
#  125  东北.孙锦线分左家梁线  220  0  0.114100  0.901400  4.779120e-06  东北.左家梁风电场.220.323   东北.虚拟站三.220.336     -0.466      4.315      0.466     -4.830  0  0   1620.000      0.00      4.15  ''  ''  29536  39961  323  336  0  0  0.000216  0.001704  0.002528
#  126  东北.呼北一线  500  0  0.110250  0.685000  5.997200e-06  东北.呼伦贝尔厂.500.242   东北.海北站.500.380    367.061    -34.742   -367.008     31.637  0  0   1080.000    365.33    -30.64   -362.79     24.22  29445  29626  242  380  0  0  0.000040  0.000249  0.016530
#  127  东北.呼北二线  500  0  0.052500  0.687500  5.981600e-06  东北.呼伦贝尔厂.500.242   东北.海北站.500.380    370.842     -4.073   -370.816      0.982  0  0   1080.000    371.46     -9.19   -369.19      1.37  29446  29624  242  380  0  0  0.000019  0.000249  0.016487
#  128  东北.青平二线  220  0  1.194770  6.822700  4.078580e-05  东北.青山站.220.98   东北.平庄站.220.94     99.364     10.386    -99.143    -13.527  0  0    845.000     99.46      7.87    -96.82    -12.87  29122  29680  98  94  0  0  0.002259  0.012897  0.021576
#  129  东北.龙突线一段虚拟线  220  0  1.309610  7.856230  5.941059e-05  东北.虚拟站一.220.162   东北.虚拟站二.220.179    -32.990     -9.616     33.018      3.426  0  0    800.000  ''  ''  ''  ''  39953  39962  162  179  0  0  0.002476  0.014851  0.031428
#  130  东北.龙突线分天源线  220  0  1.223500  6.165100  1.953700e-05  东北.天源风电场.220.3996   东北.虚拟站二.220.179     12.999     -1.097    -12.995     -0.978  0  0    700.000     12.86      0.00  ''  ''  38623  39962  3996  179  0  0  0.002313  0.011654  0.010335
#  131  东北.德阿一线  220  0  11.339999  74.849998  2.528350e-04  东北.德伯斯站.220.4000   东北.阿尔山站.220.3999      4.965    -27.650     -4.917      0.546  0  0    845.000      4.86    -25.99     -4.80      0.04  38628  38625  4000  3999  0  0  0.021437  0.141493  0.133750
#  132  东北.德阿二线  220  0  11.339999  74.849998  2.528350e-04  东北.德伯斯站.220.4000   东北.阿尔山站.220.3999      4.965    -27.650     -4.917      0.546  0  0    845.000      4.80    -25.99     -4.85      0.02  38629  38626  4000  3999  0  0  0.021437  0.141493  0.133750
#  133  东北.南锦一线  220  0  0.147200  0.839800  4.282700e-06  东北.锦江厂.220.4050   东北.南广场站.220.425    -49.232     -2.255     49.239      1.832  0  0   4270.000    -48.63     -0.74     48.63      0.00  29704  38643  4050  425  0  0  0.000278  0.001588  0.002266
#  134  东北.南锦二线  220  0  0.145500  0.832200  3.974500e-06  东北.锦江厂.220.4050   东北.南广场站.220.425    -49.685     -2.279     49.691      1.889  0  0   4270.000    -48.76     -0.80     48.76      0.94  29705  38644  4050  425  0  0  0.000275  0.001573  0.002103
#  135  东北.锦联二线  220  0  0.006894  0.042100  1.459710e-06  东北.锦江厂.220.nd44324   东北.锦联站.220.nd29709      0.000      0.000      0.000      0.000  1  0   4270.000     76.88     25.12    -76.88    -20.00  44324  29709  4051  4321  -1  -1  0.000013  0.000080  0.000772
#  136  东北.锦联一线  220  0  0.007794  0.042102  1.335150e-06  东北.锦江厂.220.nd44325   东北.锦联站.220.nd29708      0.000      0.000      0.000      0.000  1  0   4270.000     64.32     18.59    -64.32  ''  44325  29708  4052  4008  -1  -1  0.000015  0.000080  0.000706
#  137  东北.冠中线  220  0  3.246960  19.486799  6.357200e-05  东北.冠东风电场.220.4009   东北.中京站.220.160      1.355      0.091     -1.354     -6.884  0  0    800.000      2.75      0.00     -2.75     -7.37  38649  29712  4009  160  0  0  0.006138  0.036837  0.033630
#  138  东北.龙突线二段虚拟线  220  0  0.809957  4.829500  1.006205e-05  东北.虚拟站三.220.335   东北.虚拟站一.220.162     27.737      0.358    -27.726     -1.364  0  0    800.000  ''  ''  ''  ''  39954  39953  335  162  0  0  0.001531  0.009129  0.005323
#  139  东北.龙突线分太额线  220  0  1.271900  7.019600  2.303350e-05  东北.额木庭风电场.220.4015   东北.虚拟站三.220.335     17.065     -1.547    -17.058     -0.878  0  0    800.000     16.93     -0.45  ''  ''  38654  39954  4015  335  0  0  0.002404  0.013270  0.012185
#  140  东北.吉奈线分吉利线  220  0  0.087990  1.421580  4.077100e-06  东北.吉利风电场.220.4001   东北.虚拟站一.220.174     -0.033     -0.020      0.033     -0.389  0  0    845.000      0.00      0.00  ''  ''  38632  39977  4001  174  0  0  0.000166  0.002687  0.002157
#  141  东北.吉奈线分萨日线  220  0  1.664000  8.486000  2.922400e-05  东北.萨日风电场.220.435   东北.虚拟站一.220.174     -0.034      0.993      0.034     -3.924  0  0    845.000      0.00      1.00  ''  ''  29719  39977  435  174  0  0  0.003146  0.016042  0.015459
#  142  东北.吉奈线一段虚拟线  220  0  0.871600  4.445200  1.530750e-05  东北.虚拟站一.220.174   东北.虚拟站二.220.183     -0.068      4.313      0.068     -5.845  0  0    845.000  ''  ''  ''  ''  39977  39978  174  183  0  0  0.001648  0.008403  0.008098
#  143  东北.吉奈线分奈曼线  220  0  1.312000  6.691200  2.304200e-05  东北.虚拟站二.220.183   东北.奈曼站.220.93     -0.102      8.585      0.105    -10.879  0  0    845.000  ''  ''      0.00    -11.35  39978  29691  183  93  0  0  0.002480  0.012649  0.012189
#  144  东北.吉奈线分永兴线  220  0  2.071750  8.287000  2.752350e-05  东北.永兴风电场.220.437   东北.虚拟站二.220.183     -0.034     -0.018      0.034     -2.740  0  0    845.000      0.00      0.00  ''  ''  29722  39978  437  183  0  0  0.003916  0.015665  0.014560
#  145  东北.呼兴线  220  0  0.548900  3.159500  1.073550e-05  东北.马场风电场.220.439   东北.兴安站.220.370     40.050      4.850    -40.032     -5.838  0  0    845.000     40.20      0.00    -41.18     -0.49  29724  29725  439  370  0  0  0.001038  0.005973  0.005679
#  146  东北.热兴一线  220  0  1.151400  9.216100  6.217000e-05  东北.兴安热电厂.220.441   东北.兴安站.220.370     72.368     21.721    -72.237    -27.009  0  0   1220.000     72.02     16.47    -73.99    -22.51  29730  29602  441  370  0  0  0.002177  0.017422  0.032888
#  147  东北.热兴二线  220  0  1.162300  9.219499  6.181499e-05  东北.兴安热电厂.220.441   东北.兴安站.220.370     72.359     21.645    -72.227    -26.898  0  0   1220.000     72.30     15.91    -73.66    -22.24  29731  29606  441  370  0  0  0.002197  0.017428  0.032700
#  148  东北.锦联三线  220  0  0.010700  0.124700  1.130400e-06  东北.锦江厂.220.nd44326   东北.锦联二期站.220.nd29914      0.000      0.000      0.000      0.000  1  0   4270.000    253.62     61.48   -253.62    -61.48  44326  29914  4053  4072  -1  -1  0.000020  0.000236  0.000598
#  149  东北.锦联四线  220  0  0.011800  0.113500  1.115200e-06  东北.锦江厂.220.nd44327   东北.锦联二期站.220.nd29915      0.000      0.000      0.000      0.000  1  0   4270.000    271.47     65.81   -271.47    -65.81  44327  29915  4054  4322  -1  -1  0.000022  0.000215  0.000590
#  150  东北.庆科线  500  0  1.301000  18.190001  1.651155e-04  东北.科尔沁站.500.81   东北.庆丰站.500.454    -61.057    -28.268     61.076    -63.950  0  0   4270.000    -61.31    -23.38     60.13    -60.89  29778  29777  81  454  0  0  0.000472  0.006600  0.455100
#  151  东北.牧河线分牧场线  220  0  0.923230  5.660080  6.542414e-05  东北.牧场站.220.4046   东北.虚拟站二.220.177    -26.882     -9.218     26.896      2.661  0  0   1600.000    -27.53     -8.28  ''  ''  29798  39957  4046  177  0  0  0.001745  0.010700  0.034609
#  152  东北.科哲线  220  0  1.141500  6.638000  4.331630e-05  东北.科尔沁站.220.82   东北.哲里木站.220.4061    -24.496      3.783     24.511     -8.128  0  0    800.000    -26.91      4.23     27.23     -8.48  29081  38706  82  4061  0  0  0.002158  0.012548  0.022914
#  153  东北.哲城线  220  0  0.566500  3.354300  2.237250e-05  东北.哲里木站.220.4061   东北.城园站.220.33    -26.090      9.572     26.099    -11.805  0  0    800.000    -32.15     11.61     26.44    -14.11  38705  29007  4061  33  0  0  0.001071  0.006341  0.011835
#  154  东北.阿萨一线  220  0  3.102200  17.066999  5.669270e-05  东北.阿拉坦站.220.12   东北.萨如拉站.220.4066      9.239    -16.750     -9.223     10.726  0  0    845.000      9.11    -16.44     -9.21     11.26  29811  38729  12  4066  0  0  0.005864  0.032263  0.029990
